datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
2/2/2019,13.34,12.706,6.2,64.262,8,1,45,0,2019,2,276,Saturday
2/3/2019,6,9.812,5.75,47.088,10,1,5,4.4,2019,2,276,Sunday
2/4/2019,6.33,6.68,3,47,5,1,12,2,2019,2,276,Monday
2/5/2019,5.33,10.386,3.65,33.8,2,0,1,4,2019,2,276,Tuesday
2/6/2019,6.34,4.178,2.2,29,4,0,4,1.5,2019,2,276,Wednesday
2/7/2019,2.33,5.132,4.5,42.6,11,0,22,1,2019,2,276,Thursday
2/8/2019,2,6.373,7,50.2,9,3,12,5,2019,2,276,Friday
2/9/2019,6.68,7.383,5,51.65,10,0,11,1,2019,2,276,Saturday
2/10/2019,3.34,7.119,3.35,43.2,9,0,0,1.2,2019,2,276,Sunday
2/11/2019,8,7.469,6.15,30,10,0,5,3,2019,2,276,Monday
2/12/2019,6.66,3.34,0,34.6,8.2,0,6,0.5,2019,2,276,Tuesday
2/13/2019,4,4.01,1,27.2,16,0,8,2,2019,2,276,Wednesday
2/14/2019,2.33,6.517,3.15,54.5,9,0,7,3,2019,2,276,Thursday
2/15/2019,5.34,5,12.5,52.05,16,0,3,2,2019,2,276,Friday
2/16/2019,6.34,6.02,5,36.4,8,0,6,3,2019,2,276,Saturday
2/17/2019,2.34,4.416,4,15.162,11.2,0,0,3.1,2019,2,276,Sunday
2/18/2019,3.34,2.076,3.6,27.4,7,0,10,0,2019,2,276,Monday
2/19/2019,3.33,4.33,1.5,27.4,15,2,6,3,2019,2,276,Tuesday
2/20/2019,2.34,4.779,3.3,30.6,14,0,7,3,2019,2,276,Wednesday
2/21/2019,1.66,5,2.1,45.4,15,1,5,2,2019,2,276,Thursday
2/22/2019,2.33,2,1.2,16,5,0,1,2,2019,2,276,Friday
2/23/2019,5.01,2.44,3.2,38.2,13,0,0,1.3,2019,2,276,Saturday
2/24/2019,4.34,4.01,1.5,19,2,0,2,2,2019,2,276,Sunday
2/25/2019,5.34,1.423,3,25.2,4,2,2,3,2019,2,276,Monday
2/26/2019,2.33,3.83,5.15,27,8,0,3,3,2019,2,276,Tuesday
2/27/2019,5,0.67,1.2,13.4,9,0,1,7.5,2019,2,276,Wednesday
2/28/2019,0.67,3.33,4,34,2,1,35,3,2019,2,276,Thursday
3/1/2019,1.33,3.821,2.5,22.2,12,0,6,2,2019,3,276,Friday
3/2/2019,4.01,1.33,4,46,9,3,0,5,2019,3,276,Saturday
3/3/2019,8,4.01,1,20,5,0,10,0.4,2019,3,276,Sunday
3/4/2019,5.33,2.67,7,41,3,0,5,2,2019,3,276,Monday
3/5/2019,3.01,2.33,0.2,20,8,3,6,5.3,2019,3,276,Tuesday
3/6/2019,0.34,1.396,0.7,31,17,1,5,3,2019,3,276,Wednesday
3/7/2019,7.33,2.076,4.25,10,24,0,0,4,2019,3,276,Thursday
3/8/2019,2.33,3.34,0.2,33.7,4,1,0,4.3,2019,3,276,Friday
3/9/2019,6.34,1.67,4,45.2,11,0,7,5,2019,3,276,Saturday
3/10/2019,5.83,3.087,5.35,51,5,0,3,9,2019,3,276,Sunday
3/11/2019,14.66,3.67,2.5,26.4,10,3,11,3,2019,3,276,Monday
3/12/2019,4.33,3.373,1.5,31.85,12,0,7,2,2019,3,276,Tuesday
3/13/2019,2.67,4.34,6,22,10,0,8,4,2019,3,276,Wednesday
3/14/2019,4,5.67,0.2,47.2,12,1,27,6,2019,3,276,Thursday
3/15/2019,2.83,1.34,3,40,7,1,20,5,2019,3,276,Friday
3/16/2019,8.34,0.837,5,29,9,0,5,7,2019,3,276,Saturday
3/17/2019,6.68,3.723,2,55,6,0,10,5,2019,3,276,Sunday
3/18/2019,2.33,0.835,2.1,23,11,0,1,9,2019,3,276,Monday
3/19/2019,9,3.33,1.5,26.2,10,1,2,8,2019,3,276,Tuesday
3/20/2019,5.67,2,2,28.9,8.2,0,19,5,2019,3,276,Wednesday
3/21/2019,2.33,1.423,0,18.8,13,0,6,5,2019,3,276,Thursday
3/22/2019,4.66,7.043,1.1,41,13,0,29,6,2019,3,276,Friday
3/23/2019,6,3.36,4.25,15.5,7,0,1,5,2019,3,276,Saturday
3/24/2019,6,2.67,3,43.2,6.2,1,16,10,2019,3,276,Sunday
3/25/2019,4.84,4.523,6,27,11,1,6,6,2019,3,276,Monday
3/26/2019,4,5.51,3,36,11,0,19,9,2019,3,276,Tuesday
3/27/2019,6.34,7.769,3,25.6,12,1,0,9,2019,3,276,Wednesday
3/28/2019,1.33,6.43,1.4,14,6,0,7,1,2019,3,276,Thursday
3/29/2019,3,4.298,4,25.3,10,0,16,9.2,2019,3,276,Friday
3/30/2019,4.66,10.68,1.1,18,11,1,0,6.1,2019,3,276,Saturday
3/31/2019,7,4.564,1.5,27,8,1,5,9.2,2019,3,276,Sunday
4/1/2019,3.01,1.703,3,34.65,12,0,5,5,2019,4,276,Monday
4/2/2019,7.67,1.33,3,24,7,0,10,8,2019,4,276,Tuesday
4/3/2019,5.33,5.099,1.5,18.3,12,0,4,9.3,2019,4,276,Wednesday
4/4/2019,4.5,2.226,8,39,8,1,13,15,2019,4,276,Thursday
4/5/2019,6.34,4.198,4,25.2,7,0,3,4,2019,4,276,Friday
4/6/2019,3.34,6.01,3,13.2,13,0,16,9.3,2019,4,276,Saturday
4/7/2019,6,5.119,4,19,3,0,0,7,2019,4,276,Sunday
4/8/2019,5,4.35,3.3,10,8.2,0,4,3,2019,4,276,Monday
4/9/2019,2.83,2,1,12,10,0,3,5,2019,4,276,Tuesday
4/10/2019,2.34,2.746,2,34,16.2,3,9,8,2019,4,276,Wednesday
4/11/2019,7.33,6.156,2,15.9,15,0,7,8,2019,4,276,Thursday
4/12/2019,4.33,4.373,4.1,16.6,16,0,6,7,2019,4,276,Friday
4/13/2019,4.5,4.134,1.1,14,4,0,6,4,2019,4,276,Saturday
4/14/2019,4,4.406,1,23,3,1,7,5.5,2019,4,276,Sunday
4/15/2019,4.66,6,5.3,8.8,17,2,3,5,2019,4,276,Monday
4/16/2019,2,2.67,2,27.2,12,3,1,3,2019,4,276,Tuesday
4/17/2019,7,4,1.25,13.5,11,1,24,5,2019,4,276,Wednesday
4/18/2019,0,0,0,0,0,0,0,0,2019,4,276,Thursday
4/19/2019,3.34,2.743,1.5,25,17,0,6,2,2019,4,276,Friday
4/20/2019,9,3.769,1.5,22.4,12,3,0,6,2019,4,276,Saturday
4/21/2019,3.84,4.845,3,21,11,0,2,12.2,2019,4,276,Sunday
4/22/2019,8.67,1.66,4.5,51,12,0,31,9,2019,4,276,Monday
4/23/2019,9,0.34,6.1,18.4,6,1,4,2,2019,4,276,Tuesday
4/24/2019,2.34,4.747,3,39.1,13,3,12,2,2019,4,276,Wednesday
4/25/2019,14.01,3.59,2,15,17,1,7,5.4,2019,4,276,Thursday
4/26/2019,6.34,1.68,3.25,32.6,6,0,1,11,2019,4,276,Friday
4/27/2019,17.34,2.497,3.1,25.2,13,1,7,7,2019,4,276,Saturday
4/28/2019,0,0,0,0,0,0,0,0,2019,4,276,Sunday
4/29/2019,5.33,6.367,2.6,27.6,5,0,0,3,2019,4,276,Monday
4/30/2019,2,1.407,8,22,13,2,28,8.4,2019,4,276,Tuesday
5/1/2019,2.34,4.02,1,8,1,0,1,3,2019,5,276,Wednesday
5/2/2019,1.68,5.429,5.5,20,15,1,3,9,2019,5,276,Thursday
5/3/2019,4.01,2.34,3,24,11,3,16,8,2019,5,276,Friday
5/4/2019,9,5.43,4.25,25,5,1,16,9,2019,5,276,Saturday
5/5/2019,7,2.42,4.2,31,2,0,0,5,2019,5,276,Sunday
5/6/2019,4.68,0.066,2,23,11,2,9,3,2019,5,276,Monday
5/7/2019,2.66,5.519,1,33.4,19,0,6,5,2019,5,276,Tuesday
5/8/2019,9,4.033,3,13,15,2,20,0,2019,5,276,Wednesday
5/9/2019,5,2.33,2.1,12.5,10,1,31,4,2019,5,276,Thursday
5/10/2019,5,1.34,5.5,11.6,13,2,26,2,2019,5,276,Friday
5/11/2019,5.34,5,5.5,16.8,9,0,12,5,2019,5,276,Saturday
5/12/2019,4.67,1.68,3.1,38.8,2,1,19,5,2019,5,276,Sunday
5/13/2019,5,4.527,2,26.2,11,0,11,3,2019,5,276,Monday
5/14/2019,6.67,4.363,4,25,5,0,11,3,2019,5,276,Tuesday
5/15/2019,4,1.066,4.15,28.4,7,0,5,3,2019,5,276,Wednesday
5/16/2019,5,1.067,2,12,9,1,16.29166667,5,2019,5,276,Thursday
5/17/2019,2.66,1.66,2.4,28,18,2,4,2.2,2019,5,276,Friday
5/18/2019,10,0.34,5.1,14,9,2,5,3,2019,5,276,Saturday
5/19/2019,6.67,5,4,26.4,9,0,9,4.2,2019,5,276,Sunday
5/20/2019,3.67,6.396,5,21.3,11,4,13,5,2019,5,276,Monday
5/21/2019,5.34,4,5.1,17.6,12.2,0,1,7,2019,5,276,Tuesday
5/22/2019,8.16,2.836,3.15,28.2,8,0,9,5,2019,5,276,Wednesday
5/23/2019,2.33,3.34,2,26.1,4,0,10,6,2019,5,276,Thursday
5/24/2019,5.34,3.703,3,36.2,8,1,5,3,2019,5,276,Friday
5/25/2019,11,3.34,4.1,35,4,0,16,2,2019,5,276,Saturday
5/26/2019,6.33,5.31,2,30,2.6,0,11,6,2019,5,276,Sunday
5/27/2019,4.67,0.67,1.2,19,8,0,0,2,2019,5,276,Monday
5/28/2019,4.33,3.99,6.3,18.2,10,2,5,6,2019,5,276,Tuesday
5/29/2019,5.5,2.34,4.05,15,10,1,0,3,2019,5,276,Wednesday
5/30/2019,5,0.34,3.4,17.2,5,0,6,4,2019,5,276,Thursday
5/31/2019,5.99,3.363,1,22.662,2,0,2,5,2019,5,276,Friday
6/1/2019,3,1.34,6,21.4,1,0,8,4,2019,6,276,Saturday
6/2/2019,4,2.66,3.05,28,4,1,6,4,2019,6,276,Sunday
6/3/2019,0.33,2.505,4,15.4,4,0,5,10,2019,6,276,Monday
6/4/2019,6.34,2.823,5.35,28.2,9,1,12,5,2019,6,276,Tuesday
6/5/2019,5,1.77,2.1,26.1,7,0,1,2,2019,6,276,Wednesday
6/6/2019,7.67,2.076,6.35,27,7,2,11,4,2019,6,276,Thursday
6/7/2019,6,2.67,2,22,6,0,16,0,2019,6,276,Friday
6/8/2019,3,3.66,1,22.4,12,0,0,2.1,2019,6,276,Saturday
6/9/2019,9.33,1.033,8,16.5,7,4,0,5,2019,6,276,Sunday
6/10/2019,3,1.34,2,15,7,0,6,12,2019,6,276,Monday
6/11/2019,11.34,3.33,10.5,25,9,0,7,6,2019,6,276,Tuesday
6/12/2019,8,3.406,1,16.2,11,0,1,7,2019,6,276,Wednesday
6/13/2019,0.68,3.02,0.25,19.4,2,0,2,9,2019,6,276,Thursday
6/14/2019,3.18,3.35,3,15,2,1,0,6,2019,6,276,Friday
6/15/2019,7,3.463,5,15,13,0,7,8,2019,6,276,Saturday
6/16/2019,4,5.35,3,18,2,0,0,9,2019,6,276,Sunday
6/17/2019,6.66,4.66,3,18,6,0,2,2.34,2019,6,276,Monday
6/18/2019,5,4.21,3,29.5,8,0,2,12.1,2019,6,276,Tuesday
6/19/2019,3.67,3.033,3,18,6,1,2,5.5,2019,6,276,Wednesday
6/20/2019,5,4.363,3,15,9,4,0,4,2019,6,276,Thursday
6/21/2019,3,2.33,3,24.8,8,3,4,6,2019,6,276,Friday
6/22/2019,3,4,0,25,11,2,12,5,2019,6,276,Saturday
6/23/2019,9.33,4.792,5.5,18.2,1,0,10,1,2019,6,276,Sunday
6/24/2019,10,4.68,3.1,19,9,3,3,7,2019,6,276,Monday
6/25/2019,2.34,2.638,5,12,10,1,0,3,2019,6,276,Tuesday
6/26/2019,2,3.44,1,11.6,5,1,0,5,2019,6,276,Wednesday
6/27/2019,8.16,6.33,4,15,5,1,7,2,2019,6,276,Thursday
6/28/2019,4.33,1.496,2,15,5,0,2,3,2019,6,276,Friday
6/29/2019,1.18,5.7,5,18.3,2,0,5,2,2019,6,276,Saturday
6/30/2019,6,6.159,0,40,5,0,11,5,2019,6,276,Sunday
7/1/2019,5.33,2,1,14,7,0,8,4,2019,7,276,Monday
7/2/2019,5.66,3.012,4,14,9,0,1,4.3,2019,7,276,Tuesday
7/3/2019,4,2.849,4,30.05,9,0,1,4,2019,7,276,Wednesday
7/4/2019,5.33,1.67,0,13,7,1,3,6.5,2019,7,276,Thursday
7/5/2019,4.33,3.08,4,20,11,0,0,2,2019,7,276,Friday
7/6/2019,4.34,1.703,3,16,2,0,1,3,2019,7,276,Saturday
7/7/2019,5.66,6.463,3,25,2,0,3,5,2019,7,276,Sunday
7/8/2019,6,4.373,2,21.4,9.2,1,4,4,2019,7,276,Monday
7/9/2019,2.67,2.703,8,15,12,4,3,2,2019,7,276,Tuesday
7/10/2019,10,5.67,5,19.6,10.2,0,1,4,2019,7,276,Wednesday
7/11/2019,3.33,4.726,4,19,7,0,0,3,2019,7,276,Thursday
7/12/2019,11,5.09,4.05,34,7.2,0,2,2,2019,7,276,Friday
7/13/2019,5,3.417,1,17.6,5,3,0,5,2019,7,276,Saturday
7/14/2019,6,5.34,4,23,3,0,5,1,2019,7,276,Sunday
7/15/2019,7.33,1.67,4.55,24,6,1,0,7,2019,7,276,Monday
7/16/2019,7,3.34,3,14,7,0,2,4,2019,7,276,Tuesday
7/17/2019,3.99,0.157,2.5,26,7,1,0,2,2019,7,276,Wednesday
7/18/2019,11,3.33,1.3,24,11,0,3,3,2019,7,276,Thursday
7/19/2019,7.33,5.34,4,28,15,0,3,7,2019,7,276,Friday
7/20/2019,4.34,4.449,1,17.2,4,0,6,2,2019,7,276,Saturday
7/21/2019,6.34,0.363,1.1,16,5,0,1,3,2019,7,276,Sunday
7/22/2019,1,2.66,2,14.25,10,0,0,6,2019,7,276,Monday
7/23/2019,1.34,0.67,5.2,7.25,11,0,7,2.4,2019,7,276,Tuesday
7/24/2019,8,3.769,2,30.875,19,0,2,1,2019,7,276,Wednesday
7/25/2019,6,7,5,20,9,1,11,2,2019,7,276,Thursday
7/26/2019,12.5,4,0.1,17,12,0,8,3,2019,7,276,Friday
7/27/2019,3.34,0,1,22,6,3,2,3.4,2019,7,276,Saturday
7/28/2019,4.34,1.34,4,13,3,1,0,0.6,2019,7,276,Sunday
7/29/2019,9,4.33,2,25.45,12,0,1,2,2019,7,276,Monday
7/30/2019,9.5,6.187,5,19,9,4,33,5,2019,7,276,Tuesday
7/31/2019,0,2.84,2,21,4,0,4,2,2019,7,276,Wednesday
8/1/2019,8.67,0.913,2,37,6,0,1,2,2019,8,276,Thursday
8/2/2019,5,1.68,3,18,7,2,6,1,2019,8,276,Friday
8/3/2019,5.34,4.68,2.3,12,6,5,1,3.4,2019,8,276,Saturday
8/4/2019,6.5,2.67,5,24,10,0,2,4.3,2019,8,276,Sunday
8/5/2019,4,1,4.3,6,7,1,5,0,2019,8,276,Monday
8/6/2019,10,4.67,2,17.25,4,0,6,6,2019,8,276,Tuesday
8/7/2019,6,1.759,2,9,7,0,21,3,2019,8,276,Wednesday
8/8/2019,7.66,1.01,3,15,10,0,31,3,2019,8,276,Thursday
8/9/2019,3,3.25,0,8,13,5,1,5,2019,8,276,Friday
8/10/2019,3.33,0.68,6,15,11,0,0,0,2019,8,276,Saturday
8/11/2019,7,6.85,4,16,5,2,2,3,2019,8,276,Sunday
8/12/2019,8.33,4.496,1,36,11,1,5,3.5,2019,8,276,Monday
8/13/2019,8,1.896,2,15,3,0,2,1,2019,8,276,Tuesday
8/14/2019,4.34,0.67,3.1,20,6,0,0,3,2019,8,276,Wednesday
8/15/2019,8.67,1.99,2,12,9,0,11,2,2019,8,276,Thursday
8/16/2019,3.33,2.68,2,13,15,0,10,7,2019,8,276,Friday
8/17/2019,7.67,4.531,2.45,18,5,1,0,2.5,2019,8,276,Saturday
8/18/2019,4.84,2.846,1,11,4,0,7,4,2019,8,276,Sunday
8/19/2019,3.68,3.67,4,9,11,2,0,4,2019,8,276,Monday
8/20/2019,2,1.32,2,13.4,8,0,2,3,2019,8,276,Tuesday
8/21/2019,4.34,4,0,19.45,10,0,5,3,2019,8,276,Wednesday
8/22/2019,5.34,4,2,20,8,2,10,3,2019,8,276,Thursday
8/23/2019,9.67,5.156,4.05,12,11,2,4,2,2019,8,276,Friday
8/24/2019,13.84,6.02,3,24.6,9,0,0,5.5,2019,8,276,Saturday
8/25/2019,3,3.35,2,17,4,0,3,0,2019,8,276,Sunday
8/26/2019,2.67,2.373,3,18,11,0,3,3,2019,8,276,Monday
8/27/2019,2.34,2.01,3,21,3,0,0,5,2019,8,276,Tuesday
8/28/2019,3.33,1.427,5,10,6,1,0,2,2019,8,276,Wednesday
8/29/2019,9,1.68,5,17.4,9,1,1,2,2019,8,276,Thursday
8/30/2019,6.34,1.056,2,19,3,0,2,5.1,2019,8,276,Friday
8/31/2019,4.68,3.936,2,15,5,1,4,6,2019,8,276,Saturday
9/1/2019,2,4.36,5,17,8.2,1,5,4,2019,9,276,Sunday
9/2/2019,5.33,2.087,2.5,18,7,0,1,9,2019,9,276,Monday
9/3/2019,9.36,2.35,3.1,12.125,8,3,1,2,2019,9,276,Tuesday
9/4/2019,2,0.373,2.15,29.23,7,0,3,3,2019,9,276,Wednesday
9/5/2019,7,9.53,2,14,1,0,1,8,2019,9,276,Thursday
9/6/2019,1.68,2.67,1,28.4,7,0,0,1.5,2019,9,276,Friday
9/7/2019,8.33,3.67,2,27,14,3,6,2,2019,9,276,Saturday
9/8/2019,7.01,6.087,3,26,7,0,3,3,2019,9,276,Sunday
9/9/2019,1.18,2.124,3,26,4,3,5,2,2019,9,276,Monday
9/10/2019,8.66,6.68,4.2,22,17,0,1,1,2019,9,276,Tuesday
9/11/2019,2.67,5.076,3,42,5,0,5,2.5,2019,9,276,Wednesday
9/12/2019,2.33,1.34,2,21.975,11.2,0,10,4,2019,9,276,Thursday
9/13/2019,6.34,3.35,2,17,12,2,5,5,2019,9,276,Friday
9/14/2019,8.99,6.397,3.45,24,12,0,2,10,2019,9,276,Saturday
9/15/2019,5.34,6.01,2,25.4,6,0,2,6,2019,9,276,Sunday
9/16/2019,9.33,2.316,3,22,5,1,0,2,2019,9,276,Monday
9/17/2019,4.5,3.007,6.5,19.2,8.2,0,6,2,2019,9,276,Tuesday
9/18/2019,6.33,4.33,7,22,4,0,2,2,2019,9,276,Wednesday
9/19/2019,7.33,3.34,3,33,5,2,3,4,2019,9,276,Thursday
9/20/2019,5.34,3.383,2,51.3,3,0,1,3,2019,9,276,Friday
9/21/2019,10.68,5.68,1,44.25,3,0,6,4,2019,9,276,Saturday
9/22/2019,3.33,3.34,1.9,56.5,3,0,8,4,2019,9,276,Sunday
9/23/2019,5.34,4.549,3.3,55,6,0,1,4,2019,9,276,Monday
9/24/2019,2,1.34,6,61.3,12,0,1,6,2019,9,276,Tuesday
9/25/2019,6,3.67,4.2,32.5,14,1,1.416666667,4,2019,9,276,Wednesday
9/26/2019,5.5,3.033,2,31,13,0,31,0,2019,9,276,Thursday
9/27/2019,4.66,4.359,4,41.1,4,0,2,4,2019,9,276,Friday
9/28/2019,7,1.68,4.1,48,6.2,0,1,3,2019,9,276,Saturday
9/29/2019,3.51,3.867,3,67.8,6,0,3,2.1,2019,9,276,Sunday
9/30/2019,2,1.439,2.1,49.4,9,0,5,2,2019,9,276,Monday
10/1/2019,11.34,2.406,0.1,47,15,4,17,1.5,2019,10,276,Tuesday
10/2/2019,5.18,3.274,2.8,30.2,9,1,0,1.1,2019,10,276,Wednesday
10/3/2019,5,3,4,40.4,10,0,2,2,2019,10,276,Thursday
10/4/2019,7.34,5.683,2.25,22.45,13,0,1,1,2019,10,276,Friday
10/5/2019,3.84,5.01,6,25.4,7,0,0,0.33,2019,10,276,Saturday
10/6/2019,4,11.69,2,34.6,6,0,5,4.2,2019,10,276,Sunday
10/7/2019,7.34,4.507,3,50.8,6,0,10,1,2019,10,276,Monday
10/8/2019,0.33,1.73,0.5,44.3,20,2,2,0,2019,10,190,Tuesday
